date,wban,stn,year,mo,da,temp,count_temp,dewp,count_dewp,slp,count_slp,stp,count_stp,visib,count_visib,wdsp,count_wdsp,mxpsd,gust,max,flag_max,min,flag_min,prcp,flag_prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,tornado_funnel_cloud,usaf,name,country,state,call,lat,lon,elev,begin,end,point_gis,fake_date
1950-01-01,26514,999999,1950,01,01,-2.5,24,-6.4,24,1031.8,24,1025.4,24,9.6,24,0.4,24,2.9,999.9,6.1,*,-15,*,99.99,,999.9,0,0,1,0,0,0,999999,SKWENTNA,US,AK,PASW,61.977,-151.217,+0045.1,19480731,19590217,POINT(-151.217 61.977),2000-01-01
1950-01-01,99999,294640,1950,01,01,-17.8,4,-21,4,1026.1,4,9999.9,0,999.9,0,5.0,4,6.0,999.9,-13,*,-22,*,99.99,,999.9,0,0,1,0,0,0,294640,BOL'SOJ ULUJ,RS,,,56.65,90.55,+0231.0,19460131,20190831,POINT(90.55 56.65),2000-01-01
1950-01-01,99999,294710,1950,01,01,-11.5,4,-16.5,4,1023.9,4,9999.9,0,999.9,0,2.5,4,4.1,999.9,-9,,-15,*,0.01,E,999.9,0,0,1,0,0,0,294710,BOL'SHAJA MURTA,RS,,,56.9,93.133,+0180.0,19480101,20190831,POINT(93.133 56.9),2000-01-01
1950-01-01,99999,343360,1950,01,01,-0.5,4,-6.3,4,1013.8,4,9999.9,0,10.9,4,6.5,4,9.9,999.9,10,,-11,,0.01,E,999.9,0,0,1,0,0,0,343360,BOGUCAR,RS,,,49.933,40.567,+0084.0,19361231,20190831,POINT(40.567 49.933),2000-01-01
1950-01-01,99999,804020,1950,01,01,83,5,72.8,5,1011.7,5,9999.9,0,12.4,5,18.0,5,26.0,999.9,90,*,75,*,0,I,999.9,0,0,0,0,0,0,804020,BOGUS VENEZUELAN,VE,,,,,,19490101,20011224,,2000-01-01
1950-01-01,99999,062200,1950,01,01,39.1,8,31.6,8,9999.9,0,1029.4,8,6.2,8,8.3,8,9.9,999.9,43,*,34,*,0,I,999.9,0,0,0,0,0,0,062200,TEXEL ISLAND,NL,,,53.083,4.75,+0003.0,19490101,20060407,POINT(4.75 53.083),2000-01-01
1950-01-01,99999,170820,1950,01,01,38.4,5,30.6,5,1014.8,5,9999.9,0,6,5,3.0,5,6.0,999.9,42.4,*,30.4,*,0,I,999.9,0,0,0,0,0,0,170820,MERZIFON,TU,,LTAP,40.829,35.522,+0535.8,19500101,20190831,POINT(35.522 40.829),2000-01-01
1950-01-01,99999,106880,1950,01,01,23.2,7,16.7,7,1034.6,7,9999.9,0,15.3,7,0.9,7,6.0,999.9,30,,19,,0,I,999.9,0,0,0,0,0,0,106880,WEIDEN (MIL/MET)             ,GM,,,49.667,12.183,+0438.0,19310102,20030816,POINT(12.183 49.667),2000-01-01
1950-01-01,23055,999999,1950,01,01,46.8,24,43.6,24,9999.9,0,9999.9,0,24.2,24,11.3,24,22.9,999.9,48.9,*,45,*,0,I,999.9,1,0,0,0,0,0,999999,GUADALUPE PASS,US,TX,KGDP,31.831,-104.809,+1663.0,19480701,19500901,POINT(-104.809 31.831),2000-01-01
1950-01-01,14717,725196,1950,01,01,31,24,22,24,1031.2,24,1013.1,24,9.3,24,5.1,24,10.1,999.9,37.9,,26.1,*,0.75,G,999.9,0,0,1,0,0,0,725196,GRIFFISS AIRPARK,US,NY,KRME,43.234,-75.407,+0154.0,19420701,19980923,POINT(-75.407 43.234),2000-01-01
1950-01-01,13978,999999,1950,01,01,61.2,24,53.9,24,1026.4,24,1021.6,24,9.8,24,10.6,24,17.1,999.9,66.9,*,55.9,*,99.99,,999.9,0,1,0,0,0,0,999999,GREENWOOD MUNICIPAL AP,US,MS,KGWO,33.496,-90.087,+0040.5,19490101,19550101,POINT(-90.087 33.496),2000-01-01
1950-01-01,99999,946370,1950,01,01,80.9,8,56,7,9999.9,0,9999.9,0,24.9,7,12.3,7,15.9,999.9,97,,63,*,0,I,999.9,0,0,0,0,0,0,946370,KALGOORLIE BOULDER,AS,,YPKG,-30.789,121.462,+0366.7,19390321,20190831,POINT(121.462 -30.789),2000-01-01
1950-01-01,23061,999999,1950,01,01,26.9,16,13.9,16,1027.3,16,773.2,16,46,16,5.9,16,15.0,999.9,46,*,3,*,0,I,999.9,0,0,0,0,0,0,999999,ALAMOSA ARPT,US,CO,KALS,37.439,-105.861,+2298.5,19480101,19721231,POINT(-105.861 37.439),2000-01-01
1950-01-01,99999,593530,1950,01,01,51.4,18,51,18,1015.7,16,760,18,1.4,18,3.2,18,5.1,999.9,54.3,*,49.3,*,99.99,,999.9,1,1,0,0,0,0,593530,ALI SHAN,CH,,,23.517,120.8,+2408.0,19490930,20011212,POINT(120.8 23.517),2000-01-01
1950-01-01,99999,719111,1950,01,01,-22,4,9999.9,0,1024.7,4,9999.9,0,19,4,13.5,4,22.0,999.9,-18.9,*,-24,*,0,I,999.9,0,0,0,0,0,0,719111,,,,,,,,19471015,19560831,,2000-01-01
1950-01-01,99999,789530,1950,01,01,75.2,4,9999.9,0,1013.7,4,9999.9,0,17.4,4,3.2,4,7.0,999.9,87.1,,68,,0,I,999.9,0,0,0,0,0,0,789530,,,,,,,,19490101,19541201,,2000-01-01
1950-01-01,99999,749105,1950,01,01,35.7,24,24.7,24,1032.1,24,1028.4,24,6.5,24,4.2,24,8.9,999.9,41.4,*,28.4,*,0,I,999.9,0,0,0,0,0,0,749105,MITCHEL FIELD,US,NY,,40.733,-73.6,+0038.0,19370101,19610416,POINT(-73.6 40.733),2000-01-01
1950-01-01,93985,722597,1950,01,01,55.9,24,54.8,24,1023.8,24,988.6,24,5.5,24,2.9,24,7.0,999.9,62.1,*,51.1,*,99.99,,999.9,1,1,0,0,0,0,722597,MINERAL WELLS AIRPORT,US,TX,KMWL,32.782,-98.06,+0283.5,19480310,20190901,POINT(-98.06 32.782),2000-01-01
1950-01-01,13735,999999,1950,01,01,36,24,28.2,24,1033.5,24,1030.5,24,12.6,24,2.5,24,5.1,999.9,45,*,28,*,0,I,999.9,0,0,0,0,0,0,999999,MILLVILLE MUNICIPAL AP,US,NJ,KMIV,39.367,-75.067,+0023.2,19490101,19611001,POINT(-75.067 39.367),2000-01-01
1950-01-01,24153,999999,1950,01,01,24.6,24,19.6,24,1014.1,24,899.3,24,9.5,24,4.9,24,10.1,999.9,30.9,*,19.9,*,99.99,,999.9,0,0,1,0,0,0,999999,MISSOULA JOHNSON-BELL FLD,US,MT,KMSO,46.921,-114.093,+0972.0,19480101,19721231,POINT(-114.093 46.921),2000-01-01
1950-01-01,14922,726580,1950,01,01,33.2,24,29.3,24,1021,24,989.4,24,6.9,24,7.2,24,14.0,999.9,39.4,,27,*,0,G,999.9,1,1,0,0,0,0,726580,MINNEAPOLIS-ST PAUL INTERNATI,US,MN,KMSP,44.883,-93.229,+0265.8,19450101,20190831,POINT(-93.229 44.883),2000-01-01
1950-01-01,99999,949070,1950,01,01,63.3,7,53.5,7,9999.9,0,9999.9,0,10.3,7,15.2,7,32.1,999.9,72,,52,,0,I,999.9,0,0,0,0,0,0,949070,EAST SALE,AS,,YMES,-38.099,147.149,+0007.0,19440101,20190831,POINT(147.149 -38.099),2000-01-01
1950-01-01,99999,915170,1950,01,01,80.3,4,75.2,4,9999.9,0,9999.9,0,11.8,4,3.7,4,8.9,999.9,84,*,75,*,99.99,,999.9,0,1,0,0,0,0,915170,HONIARA,BP,,,-9.417,159.967,+0056.0,19491115,20190831,POINT(159.967 -9.417),2000-01-01
1950-01-01,99999,307390,1950,01,01,-8.5,4,-14.5,4,1030.9,4,9999.9,0,9.3,4,2.0,4,6.0,999.9,-4,,-15,*,0,I,999.9,0,0,0,0,0,0,307390,HORINSK,RS,,UIUH,52.167,109.783,+0666.1,19480101,20190831,POINT(109.783 52.167),2000-01-01
1950-01-01,99999,450050,1950,01,01,67,4,65.5,4,1006.1,4,9999.9,0,5.8,4,13.7,4,16.9,999.9,69.1,,64.9,*,0.02,G,999.9,0,1,0,0,0,0,450050,HONG KONG OBSERVATORY,CH,,,22.3,114.167,+0062.0,19460901,20180930,POINT(114.167 22.3),2000-01-01
1950-01-01,99999,749163,1950,01,01,44.7,24,39.9,24,1020.7,24,879.1,24,21,24,5.6,24,16.9,999.9,57.4,*,33.4,*,0,I,999.9,1,0,0,0,0,0,749163,RODEO,US,NM,,31.933,-108.983,+1255.0,19460801,19540106,POINT(-108.983 31.933),2000-01-01
1950-01-01,13746,999999,1950,01,01,40.5,24,29.8,24,1034.2,24,1029.4,24,8.1,24,2.1,24,7.0,999.9,57,*,30,*,0,I,999.9,0,0,0,0,0,0,999999,ROCKY MOUNT,US,NC,RMT,35.967,-77.8,+0025.9,19490101,19550101,POINT(-77.8 35.967),2000-01-01
1950-01-01,11630,999999,1950,01,01,73.3,24,66.8,24,1016.7,24,1014.5,24,10.6,24,17.1,24,26.0,999.9,75.9,*,70,*,99.99,,999.9,0,1,0,0,0,0,999999,ROOSEVELT ROADS,RQ,PR,TJNR,18.255,-65.641,+0011.6,19470701,19721201,POINT(-65.641 18.255),2000-01-01
1950-01-01,99999,107610,1950,01,01,23,8,17.6,8,1033.4,8,9999.9,0,15.5,8,4.9,8,8.0,999.9,32,,19,,0,I,999.9,0,0,0,0,0,0,107610,WEISSENBURG,GM,,,49.017,10.967,+0422.0,19310102,20030816,POINT(10.967 49.017),2000-01-01
1950-01-01,93834,999999,1950,01,01,48.8,10,40.7,10,1027.4,10,997,10,5.6,10,6.9,10,14.0,999.9,54,*,44.1,*,99.99,,999.9,0,1,0,0,0,0,999999,COLUMBUS NAS,US,OH,,39.983,-82.883,+0249.0,19490301,19550529,POINT(-82.883 39.983),2000-01-01
1950-01-01,99999,033700,1950,01,01,37.8,5,37.6,5,1029.5,5,9999.9,0,0.3,5,12.4,5,14.0,999.9,39,*,36,*,0,I,999.9,1,0,0,0,0,0,033700,HEMSWELL,UK,,,53.4,-0.567,+0063.0,19490101,19541231,POINT(-0.567 53.4),2000-01-01
1950-01-01,22514,999999,1950,01,01,73.5,24,61.2,24,1011.9,24,1010.2,24,14.9,24,14.6,24,22.0,999.9,79,*,70,*,0,I,999.9,0,0,0,0,0,0,999999,BARBERS POINT,US,HI,PHNA,21.317,-158.067,+0015.2,19490101,20001101,POINT(-158.067 21.317),2000-01-01
1950-01-01,99999,718790,1950,01,01,-28.7,17,-30.2,17,1039,17,949.4,17,4.6,17,8.4,17,9.9,999.9,-20.6,*,-34.6,*,99.99,,999.9,1,0,1,0,0,0,718790,EDMONTON CITY CENTRE,CA,,CYXD,53.573,-113.521,+0670.6,19500101,20150401,POINT(-113.521 53.573),2000-01-01
1950-01-01,99999,040770,1950,01,01,37.3,4,37.3,4,1002.7,4,9999.9,0,0.6,4,17.4,4,29.9,999.9,39,*,36,*,0.47,F,999.9,1,1,0,0,0,0,040770,RAUFARHOFN,IC,,BIRG,66.45,-15.95,+0010.0,19490101,20190831,POINT(-15.95 66.45),2000-01-01
1950-01-01,00222,949999,1950,01,01,69.5,7,9999.9,0,9999.9,0,9999.9,0,999.9,0,3.4,7,9.9,999.9,78.3,*,64.4,*,99.99,,999.9,0,1,0,0,0,0,949999,RATHMINESAMO,AS,,,-33.05,151.6,+0009.0,19401231,19500730,POINT(151.6 -33.05),2000-01-01
1950-01-01,99999,388800,1950,01,01,38.3,4,9999.9,0,1016,4,9999.9,0,12.4,4,1.0,4,1.9,999.9,54,,27,,0,I,999.9,0,0,0,0,0,0,388800,ASHGABAT,TX,,UTAA,37.987,58.361,+0210.9,19320101,20190831,POINT(58.361 37.987),2000-01-01
1950-01-01,99999,379890,1950,01,01,43.2,4,9999.9,0,1014,4,9999.9,0,21.7,4,6.0,4,6.0,999.9,48,,36,*,0,I,999.9,0,0,0,0,0,0,379890,ASTARA,AJ,,,38.45,48.883,-0022.0,19361231,20190802,POINT(48.883 38.45),2000-01-01
1950-01-01,99999,350780,1950,01,01,6.3,4,9999.9,0,1015.8,4,9999.9,0,5.9,4,8.0,4,9.9,999.9,14,*,-11,*,99.99,,999.9,0,0,1,0,0,0,350780,ATBASAR,KZ,,,51.817,68.367,+0304.0,19480101,20190831,POINT(68.367 51.817),2000-01-01
1950-01-01,99999,351880,1950,01,01,10.5,4,9999.9,0,1016.2,4,9999.9,0,5.9,4,999.9,0,999.9,999.9,21,*,0,*,0,I,999.9,0,0,0,0,0,0,351880,ASTANA INTL,KZ,,UACC,51.022,71.467,+0355.1,19320101,20190831,POINT(71.467 51.022),2000-01-01
1950-01-01,99999,308440,1950,01,01,-14.8,6,-16,6,1026.2,5,9999.9,0,9.2,5,4.3,6,14.0,999.9,-6,,-29,*,0.14,F,999.9,0,0,1,0,0,0,308440,HILOK,RS,,,51.35,110.467,+0802.0,19480101,20190831,POINT(110.467 51.35),2000-01-01
1950-01-01,99999,106850,1950,01,01,20.8,7,16.3,7,1035.3,7,9999.9,0,6,7,3.1,7,5.1,999.9,28,,12,,0,I,999.9,0,0,0,0,0,0,106850,HOF PLAUEN,GM,,EDQM,50.289,11.855,+0597.4,19310101,20190831,POINT(11.855 50.289),2000-01-01
1950-01-01,99999,946770,1950,01,01,65.3,7,49.7,7,9999.9,0,9999.9,0,14.4,7,15.7,7,23.9,999.9,71.1,*,59,*,0,I,999.9,0,0,0,0,0,0,946770,HINDMARSH ISLAND AWS,AS,,,-35.517,138.817,+0010.0,19471231,20190831,POINT(138.817 -35.517),2000-01-01
1950-01-01,99999,949700,1950,01,01,62,7,38.7,7,9999.9,0,9999.9,0,23.9,7,8.6,7,13.0,999.9,75.9,,46,,0.01,G,999.9,0,0,0,0,0,0,949700,HOBART (ELLERSLIE ROAD)      ,AS,,,-42.883,147.333,+0051.0,19440101,20190831,POINT(147.333 -42.883),2000-01-01
1950-01-01,93044,999999,1950,01,01,36.5,24,28.3,24,1022.6,24,806.8,24,39.8,24,7.9,24,12.0,999.9,46,*,30,*,0,I,999.9,0,0,0,0,0,0,999999,ZUNI,US,NM,ZUN,35.067,-108.833,+1923.3,19490217,19721231,POINT(-108.833 35.067),2000-01-01
1950-01-01,14935,999999,1950,01,01,32.4,24,30.3,24,1021.2,24,952.8,24,3.5,24,8.0,24,14.0,999.9,41,*,26.1,*,99.99,,999.9,1,1,0,0,0,0,999999,GRAND ISLAND ARPT,US,NE,KGRI,40.961,-98.314,+0565.7,19480101,19721231,POINT(-98.314 40.961),2000-01-01
1950-01-01,24143,999999,1950,01,01,-4.3,24,-13,24,1022.7,24,888.4,24,15.5,24,11.0,24,30.1,999.9,9999.9,,-15,*,99.99,,999.9,0,0,1,0,0,0,999999,GREAT FALLS INTL ARPT,US,MT,KGTF,47.473,-111.382,+1114.7,19480101,19721231,POINT(-111.382 47.473),2000-01-01
1950-01-01,13886,723119,1950,01,01,42.9,24,31.4,24,1033.3,24,995.3,24,7.7,24,3.8,24,8.0,999.9,51.1,*,35.1,*,0,I,999.9,0,0,0,0,0,0,723119,GREENVILLE DOWNTOWN ARPT,US,SC,KGMU,34.846,-82.346,+0319.4,19420908,20190831,POINT(-82.346 34.846),2000-01-01
1950-01-01,24110,727827,1950,01,01,27.8,24,18.8,24,1013.6,24,969.8,24,16.2,24,8.2,24,14.0,999.9,34,*,21.9,*,99.99,,999.9,0,0,1,0,0,0,727827,GRANT COUNTY INTL AIRPORT,US,WA,KMWH,47.208,-119.319,+0364.5,19430610,20190831,POINT(-119.319 47.208),2000-01-01
1950-01-01,99999,282550,1950,01,01,-3,4,-8.2,4,1017.4,4,9999.9,0,3.4,4,999.9,0,999.9,999.9,0,*,-8,*,99.99,,999.9,0,0,1,0,0,0,282550,TURINSK,RS,,,58.05,63.683,+0103.0,19460314,20170726,POINT(63.683 58.05),2000-01-01
1950-01-01,99999,305760,1950,01,01,-42.3,4,-49.5,4,1030,4,9999.9,0,999.9,0,1.0,4,1.9,999.9,-35,*,-47,*,0,I,999.9,0,0,0,0,0,0,305760,TUPIK,RS,,,54.433,119.9,+0644.0,19480101,20010528,POINT(119.9 54.433),2000-01-01
1950-01-01,99999,319130,1950,01,01,-6,4,9999.9,0,1015.5,4,9999.9,0,999.9,0,999.9,0,999.9,999.9,0,*,-18,*,0.83,E,999.9,0,0,1,0,0,0,319130,TURIJ ROG,RS,,,45.217,131.983,+0088.0,19480101,20180617,POINT(131.983 45.217),2000-01-01
1950-01-01,99999,360610,1950,01,01,-21.5,4,-22.8,4,1031.9,4,9999.9,0,999.9,0,1.5,4,1.9,999.9,-9,,-36,,0,I,999.9,0,0,0,0,0,0,360610,TUROCAK,RS,,,52.25,87.117,+0326.0,19480101,20190831,POINT(87.117 52.25),2000-01-01
1950-01-01,14856,999999,1950,01,01,37.9,17,37.9,17,1027,17,1004.3,17,0.8,17,5.2,17,7.0,999.9,41,*,35.1,*,99.99,,999.9,1,1,0,0,0,0,999999,GROSSE ILE NAS,US,MI,NFB,42.1,-83.167,+0180.1,19450301,19691001,POINT(-83.167 42.1),2000-01-01
1950-01-01,41406,999999,1950,01,01,78.3,24,69.8,24,1007.4,24,999,23,10.7,24,7.6,24,15.9,999.9,82.9,*,75.9,*,99.99,,999.9,0,1,0,0,0,0,999999,GUAM WFO,GQ,,PGUM,13.483,144.8,+0077.4,19450831,19950331,POINT(144.8 13.483),2000-01-01
1950-01-01,99999,042610,1950,01,01,21.3,24,14.7,24,1006,24,1000.9,24,9.9,24,2.0,24,12.0,999.9,27.3,*,15.4,*,99.99,,999.9,1,0,1,0,0,0,042610,GROENNEDAL,GL,,BGGD,61.233,-48.1,+0032.0,19430202,20051015,POINT(-48.1 61.233),2000-01-01
1950-01-01,99999,305040,1950,01,01,-22.4,8,-27.7,7,1028.9,8,9999.9,0,999.9,0,0.0,8,999.9,999.9,-11,,-29,*,0.05,F,999.9,0,0,1,0,0,0,305040,TULUN,RS,,,54.6,100.633,+0522.0,19480101,20190831,POINT(100.633 54.6),2000-01-01
1950-01-01,99999,296260,1950,01,01,-23.8,4,-26.2,4,1026.5,4,9999.9,0,5.6,4,999.9,0,999.9,999.9,-18,*,-33,,0,I,999.9,0,0,0,0,0,0,296260,KOCENEVO,RS,,,55.017,82.233,+0159.0,19480101,19950703,POINT(82.233 55.017),2000-01-01
1950-01-01,99999,225830,1950,01,01,-15.7,4,-20,4,1025.4,4,9999.9,0,7.8,4,3.5,4,6.0,999.9,-13,*,-18,,0.02,E,999.9,0,0,1,0,0,0,225830,KOJNAS,RS,,,64.75,47.65,+0064.0,19320101,20190831,POINT(47.65 64.75),2000-01-01
1950-01-01,99999,281310,1950,01,01,-5,5,9999.9,0,1011.7,5,9999.9,0,1.7,5,29.7,4,39.0,999.9,0,*,-11,*,99.99,,999.9,0,0,1,0,0,0,281310,KIZEL,RS,,,59.033,57.567,+0316.0,19460309,19970713,POINT(57.567 59.033),2000-01-01
1950-01-01,99999,309250,1950,01,01,-21.8,6,-28,6,1031.8,5,9999.9,0,27.3,5,0.0,6,999.9,999.9,-17,,-26,,0,I,999.9,0,0,0,0,0,0,309250,KJAHTA,RS,,,50.367,106.45,+0797.0,19480101,20190831,POINT(106.45 50.367),2000-01-01
1950-01-01,99999,063300,1950,01,01,32.1,8,9999.9,0,9999.9,0,1030.8,8,2.6,8,6.1,8,12.0,999.9,39,,25,,0,I,999.9,0,0,0,0,0,0,063300,HOEK VAN HOLLAND,NL,,,51.983,4.1,+0014.0,19490214,20190831,POINT(4.1 51.983),2000-01-01
1950-01-01,99999,109620,1950,01,01,20.1,8,19.6,8,9999.9,0,1011.6,8,1.5,8,5.8,8,8.9,999.9,23,*,18,,0,I,999.9,1,0,0,0,0,0,109620,HOHENPEISSENBERG,GM,,,47.8,11.017,+0977.0,19370402,20030816,POINT(11.017 47.8),2000-01-01
1950-01-01,99999,946105,1950,01,01,82.4,7,61.3,7,9999.9,0,9999.9,0,999.9,0,17.0,7,26.0,999.9,97.3,*,68.2,*,0,I,999.9,0,0,0,0,0,0,946105,PERTH INTL/BELMONT,AS,,,-31.933,115.967,+0029.0,19440430,19940320,POINT(115.967 -31.933),2000-01-01
1950-01-01,99999,948640,1950,01,01,64.3,7,48.3,7,9999.9,0,9999.9,0,14.6,7,9.2,7,15.9,999.9,80.1,,48,,0,I,999.9,0,0,0,0,0,0,948640,MELBOURNE ESSENDON,AS,,YMEN,-37.728,144.902,+0086.0,19471231,20190831,POINT(144.902 -37.728),2000-01-01
1950-01-01,99999,944300,1950,01,01,90.8,7,57.7,7,9999.9,0,9999.9,0,12.4,7,10.3,7,15.0,999.9,105.1,,81,*,0,I,999.9,0,0,0,0,0,0,944300,MEEKATHARRA AIRPORT,AS,,YPMR,-26.614,118.537,+0519.0,19471231,20180220,POINT(118.537 -26.614),2000-01-01
1950-01-01,00024,949999,1950,01,01,90.8,7,53.6,7,9999.9,0,9999.9,0,999.9,0,10.3,7,15.0,999.9,102.9,*,80.8,*,0,I,999.9,0,0,0,0,0,0,949999,MEEKATHARRA POST OFFICE,AS,,,-26.6,118.48,+0511.0,19440101,19500424,POINT(118.48 -26.6),2000-01-01
1950-01-01,99999,259130,1950,01,01,18,4,14,4,992.2,4,9999.9,0,2.5,4,17.0,4,19.0,999.9,9999.9,,9999.9,,99.99,,999.9,0,0,1,0,0,0,259130,SOKOL,RS,,UHMM,59.911,150.72,+0175.0,19451231,20190831,POINT(150.72 59.911),2000-01-01
1950-01-01,99999,267810,1950,01,01,-0.8,4,-5.8,4,1025.8,4,9999.9,0,999.9,0,9.4,4,9.9,999.9,5,*,-6,*,99.99,,999.9,0,0,1,0,0,0,267810,SMOLENSK,BO,,,54.75,32.067,+0239.0,19361231,20190831,POINT(32.067 54.75),2000-01-01
1950-01-01,99999,314780,1950,01,01,-39.4,5,-44.8,5,998.4,5,9999.9,0,999.9,0,0.0,5,999.9,999.9,-24,,-53,,0,I,999.9,0,0,0,0,0,0,314780,SOFIJSKIJ PRIISK,RS,,,52.267,133.983,+0902.0,19471231,20190831,POINT(133.983 52.267),2000-01-01
1950-01-01,24027,999999,1950,01,01,27.6,24,19,24,1019.5,24,791.4,24,48.5,24,3.8,24,17.1,999.9,37,*,19.9,*,99.99,,999.9,0,0,1,0,0,0,999999,ROCK SPRINGS ARPT,US,WY,KRKS,41.594,-109.053,+2055.9,19480101,19721231,POINT(-109.053 41.594),2000-01-01
1950-01-01,94107,999999,1950,01,01,27.3,24,10,24,1014.4,24,871.7,24,32.9,24,7.6,24,19.0,999.9,46,*,15.1,*,0,I,999.9,0,0,0,0,0,0,999999,ROME STATE AIRPORT,US,OR,KREO,42.591,-117.864,+1234.4,19491003,19501115,POINT(-117.864 42.591),2000-01-01
1950-01-01,93801,999999,1950,01,01,45.5,24,35.1,24,1032.7,24,1008.7,24,8.7,24,4.7,24,10.1,999.9,55,*,37.9,*,0,I,999.9,0,0,0,0,0,0,999999,ROME R B RUSSELL AP,US,GA,KRMG,34.348,-85.161,+0196.3,19480101,19771222,POINT(-85.161 34.348),2000-01-01
1950-01-01,14844,999999,1950,01,01,40.7,24,40.6,24,1023.5,24,995.7,24,0.1,24,5.4,24,8.9,999.9,45,*,37.9,*,99.99,,999.9,1,1,0,0,0,0,999999,ROCKFORD CAA AIRPORT,US,IL,,42.35,-89.05,+0225.9,19481201,19510301,POINT(-89.05 42.35),2000-01-01
1950-01-01,14768,999999,1950,01,01,37.9,24,33.5,24,1029.1,24,1008.1,24,5.8,24,3.3,24,10.1,999.9,44.1,*,34,*,99.99,,999.9,1,1,0,0,0,0,999999,ROCHESTER MONROE CO ARPT,US,NY,KROC,43.117,-77.677,+0169.2,19480101,19721231,POINT(-77.677 43.117),2000-01-01
1950-01-01,14925,999999,1950,01,01,35.8,24,34.4,24,1021.9,24,983.6,24,2.5,24,5.6,24,14.0,999.9,39.9,*,32,*,99.99,,999.9,1,1,0,0,0,0,999999,ROCHESTER MUNICIPAL ARPT,US,MN,KRST,43.904,-92.492,+0402.3,19480101,19721231,POINT(-92.492 43.904),2000-01-01
1950-01-01,13743,724050,1950,01,01,39.1,24,25,24,1032.9,24,1032.3,24,8.6,24,1.8,24,7.0,999.9,47.3,*,34.3,*,0,I,999.9,0,0,0,0,0,0,724050,RONALD REAGAN WASHINGTON NATL,US,VA,KDCA,38.847,-77.035,+0003.1,19360901,20190831,POINT(-77.035 38.847),2000-01-01
1950-01-01,26413,999999,1950,01,01,-52,6,-57.5,4,1037.9,6,1018.5,6,10.4,6,0.0,6,999.9,999.9,-45,*,-54.9,*,0,I,999.9,1,0,0,0,0,0,999999,FORT YUKON,US,AK,PFYU,66.567,-145.267,+0138.4,19480701,19630930,POINT(-145.267 66.567),2000-01-01
1950-01-01,99999,075100,1950,01,01,36.5,8,33.6,8,1025.7,8,9999.9,0,2.8,8,7.0,8,14.0,999.9,37.9,*,34,,0,I,999.9,0,0,0,0,0,0,075100,MERIGNAC,FR,,LFBD,44.828,-0.716,+0049.4,19310101,20190831,POINT(-0.716 44.828),2000-01-01
1950-01-01,99999,288250,1950,01,01,2,4,-4.8,4,1007.3,4,9999.9,0,1.3,4,21.3,4,33.0,999.9,16,*,-6,,0.05,F,999.9,0,0,1,0,0,0,288250,STERLITAMAK,RS,,,53.583,55.934,+0137.0,19460309,20190831,POINT(55.934 53.583),2000-01-01
1950-01-01,99999,313920,1950,01,01,-42.3,6,9999.9,0,1020.2,6,9999.9,0,999.9,0,0.0,6,999.9,999.9,-29,*,-51,*,0,I,999.9,1,0,0,0,0,0,313920,STOJBA,RS,,,52.8,131.717,+0359.0,19471231,20031018,POINT(131.717 52.8),2000-01-01
1950-01-01,99999,108360,1950,01,01,21,7,16,7,9999.9,0,1032.7,7,10.6,7,10.7,7,18.1,999.9,27,,18,,0,I,999.9,0,0,0,0,0,0,108360,STOETTEN,GM,,,48.667,9.867,+0734.0,19490101,20030816,POINT(9.867 48.667),2000-01-01
1950-01-01,94225,999999,1950,01,01,33.8,15,31.7,15,9999.9,0,9999.9,0,8.1,15,2.3,15,8.9,999.9,44.1,*,30,*,99.99,,999.9,1,1,1,0,1,0,999999,HOQUIAM AP,US,WA,KHQM,46.973,-123.93,+0004.6,19490401,19590101,POINT(-123.93 46.973),2000-01-01
1950-01-01,99999,764990,1950,01,01,72.3,4,68.5,4,1021,4,9999.9,0,18,4,2.2,4,6.0,999.9,82,,68,,0.35,A,999.9,0,1,0,0,0,0,764990,SOTO LA MARINA   TAMPS.      ,MX,,,23.767,-98.2,+0021.0,19491101,20190831,POINT(-98.2 23.767),2000-01-01
1950-01-01,99999,485680,1950,01,01,81,6,74.6,5,1005.8,5,9999.9,0,12.4,4,3.4,5,9.9,999.9,91,,73,,0,I,999.9,0,0,0,0,0,0,485680,SONGKHLA,TH,,VTSH,7.187,100.608,+0003.7,19421231,20190831,POINT(100.608 7.187),2000-01-01
1950-01-01,14765,999999,1950,01,01,33.1,24,19,24,1032.2,24,1029.8,24,9.2,24,2.9,24,6.0,999.9,41,*,26.1,*,0,I,999.9,0,0,0,0,0,0,999999,PROVIDENCE T F GREEN ARPT,US,RI,KPVD,41.722,-71.433,+0018.9,19480101,19721231,POINT(-71.433 41.722),2000-01-01
1950-01-01,99999,946080,1950,01,01,88.6,4,57.6,4,9999.9,0,1004.5,4,999.9,0,12.2,4,14.0,999.9,94.3,*,78.1,*,0,I,999.9,0,0,0,0,0,0,946080,PERTH METRO,AS,,,-31.917,115.867,+0025.0,19420101,20190831,POINT(115.867 -31.917),2000-01-01
1950-01-01,99999,286790,1950,01,01,-6.5,4,-9.3,4,1016.1,4,9999.9,0,1.9,4,17.7,4,22.9,999.9,-4,*,-8,*,99.99,,999.9,0,0,1,0,0,0,286790,PETROPAVLOVSK,KZ,,,54.833,69.15,+0136.0,19320101,20081231,POINT(69.15 54.833),2000-01-01
